run_id,experiment,seed,model_profile,proportions_option,question_number,tweet_file,num_agents,graph_model,homophily,survey_ctx,num_news_agents,activity_exponent,stimulus_mode,survey_order_mode,max_steps,survey_interval
30037,e3_topology,30037,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30038,e3_topology,30038,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30039,e3_topology,30039,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30040,e3_topology,30040,qwen_loras,blueprint,28,ai_copyright_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30041,e3_topology,30041,qwen_loras,blueprint,29,environmental_protection_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30042,e3_topology,30042,gemma_loras,blueprint,25,genetic_enhancements_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30043,e3_topology,30043,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30044,e3_topology,30044,llama3.1_loras,blueprint,29,environmental_protection_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30045,e3_topology,30045,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30046,e3_topology,30046,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30047,e3_topology,30047,gemma_loras,blueprint,25,genetic_enhancements_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30048,e3_topology,30048,llama3.1_loras,blueprint,29,environmental_protection_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30049,e3_topology,30049,minitaur_loras,blueprint,25,genetic_enhancements_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30050,e3_topology,30050,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30051,e3_topology,30051,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30052,e3_topology,30052,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30053,e3_topology,30053,llama3.1_loras,blueprint,25,genetic_enhancements_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30054,e3_topology,30054,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30055,e3_topology,30055,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30056,e3_topology,30056,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30057,e3_topology,30057,minitaur_loras,blueprint,25,genetic_enhancements_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30058,e3_topology,30058,minitaur_loras,blueprint,25,genetic_enhancements_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30059,e3_topology,30059,qwen_loras,blueprint,29,environmental_protection_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30060,e3_topology,30060,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30061,e3_topology,30061,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30062,e3_topology,30062,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30063,e3_topology,30063,llama3.1_loras,blueprint,25,genetic_enhancements_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30064,e3_topology,30064,qwen_loras,blueprint,25,genetic_enhancements_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30065,e3_topology,30065,llama3.1_loras,blueprint,29,environmental_protection_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30066,e3_topology,30066,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30067,e3_topology,30067,llama3.1_loras,blueprint,28,ai_copyright_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30068,e3_topology,30068,qwen_loras,blueprint,29,environmental_protection_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30069,e3_topology,30069,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30070,e3_topology,30070,llama3.1_loras,blueprint,28,ai_copyright_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30071,e3_topology,30071,qwen_loras,blueprint,25,genetic_enhancements_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30072,e3_topology,30072,llama3.1_loras,blueprint,25,genetic_enhancements_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30073,e3_topology,30073,qwen_loras,blueprint,25,genetic_enhancements_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30074,e3_topology,30074,llama3.1_loras,blueprint,25,genetic_enhancements_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30075,e3_topology,30075,qwen_loras,blueprint,25,genetic_enhancements_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30076,e3_topology,30076,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30077,e3_topology,30077,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30078,e3_topology,30078,llama3.1_loras,blueprint,29,environmental_protection_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30079,e3_topology,30079,qwen_loras,blueprint,25,genetic_enhancements_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30080,e3_topology,30080,llama3.1_loras,blueprint,25,genetic_enhancements_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30081,e3_topology,30081,qwen_loras,blueprint,28,ai_copyright_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30082,e3_topology,30082,llama3.1_loras,blueprint,29,environmental_protection_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30083,e3_topology,30083,minitaur_loras,blueprint,25,genetic_enhancements_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30084,e3_topology,30084,qwen_loras,blueprint,25,genetic_enhancements_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30085,e3_topology,30085,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30086,e3_topology,30086,minitaur_loras,blueprint,25,genetic_enhancements_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30087,e3_topology,30087,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30088,e3_topology,30088,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30089,e3_topology,30089,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30090,e3_topology,30090,qwen_loras,blueprint,28,ai_copyright_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30091,e3_topology,30091,llama3.1_loras,blueprint,29,environmental_protection_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30092,e3_topology,30092,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30093,e3_topology,30093,minitaur_loras,blueprint,25,genetic_enhancements_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30094,e3_topology,30094,llama3.1_loras,blueprint,28,ai_copyright_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30095,e3_topology,30095,llama3.1_loras,blueprint,25,genetic_enhancements_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30096,e3_topology,30096,qwen_loras,blueprint,28,ai_copyright_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30097,e3_topology,30097,qwen_loras,blueprint,28,ai_copyright_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30098,e3_topology,30098,llama3.1_loras,blueprint,28,ai_copyright_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30099,e3_topology,30099,gemma_loras,blueprint,25,genetic_enhancements_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30100,e3_topology,30100,qwen_loras,blueprint,25,genetic_enhancements_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30101,e3_topology,30101,qwen_loras,blueprint,25,genetic_enhancements_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30102,e3_topology,30102,qwen_loras,blueprint,29,environmental_protection_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30103,e3_topology,30103,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30104,e3_topology,30104,minitaur_loras,blueprint,25,genetic_enhancements_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30105,e3_topology,30105,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30106,e3_topology,30106,gemma_loras,blueprint,25,genetic_enhancements_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30107,e3_topology,30107,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30108,e3_topology,30108,llama3.1_loras,blueprint,25,genetic_enhancements_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30109,e3_topology,30109,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30110,e3_topology,30110,gemma_loras,blueprint,25,genetic_enhancements_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30111,e3_topology,30111,qwen_loras,blueprint,25,genetic_enhancements_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30112,e3_topology,30112,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30113,e3_topology,30113,qwen_loras,blueprint,25,genetic_enhancements_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30114,e3_topology,30114,qwen_loras,blueprint,25,genetic_enhancements_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30115,e3_topology,30115,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30116,e3_topology,30116,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30117,e3_topology,30117,llama3.1_loras,blueprint,28,ai_copyright_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30118,e3_topology,30118,llama3.1_loras,blueprint,28,ai_copyright_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30119,e3_topology,30119,llama3.1_loras,blueprint,28,ai_copyright_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30120,e3_topology,30120,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30121,e3_topology,30121,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30122,e3_topology,30122,llama3.1_loras,blueprint,28,ai_copyright_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30123,e3_topology,30123,gemma_loras,blueprint,25,genetic_enhancements_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30124,e3_topology,30124,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30125,e3_topology,30125,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30126,e3_topology,30126,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30127,e3_topology,30127,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30128,e3_topology,30128,qwen_loras,blueprint,29,environmental_protection_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30129,e3_topology,30129,llama3.1_loras,blueprint,25,genetic_enhancements_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30130,e3_topology,30130,qwen_loras,blueprint,29,environmental_protection_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30131,e3_topology,30131,qwen_loras,blueprint,29,environmental_protection_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30132,e3_topology,30132,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30133,e3_topology,30133,qwen_loras,blueprint,29,environmental_protection_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30134,e3_topology,30134,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30135,e3_topology,30135,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30136,e3_topology,30136,qwen_loras,blueprint,28,ai_copyright_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30137,e3_topology,30137,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30138,e3_topology,30138,qwen_loras,blueprint,28,ai_copyright_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30139,e3_topology,30139,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30140,e3_topology,30140,qwen_loras,blueprint,25,genetic_enhancements_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30141,e3_topology,30141,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30142,e3_topology,30142,qwen_loras,blueprint,28,ai_copyright_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30143,e3_topology,30143,qwen_loras,blueprint,25,genetic_enhancements_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30144,e3_topology,30144,llama3.1_loras,blueprint,25,genetic_enhancements_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30145,e3_topology,30145,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30146,e3_topology,30146,minitaur_loras,blueprint,25,genetic_enhancements_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30147,e3_topology,30147,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30148,e3_topology,30148,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30149,e3_topology,30149,qwen_loras,blueprint,29,environmental_protection_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30150,e3_topology,30150,llama3.1_loras,blueprint,28,ai_copyright_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30151,e3_topology,30151,qwen_loras,blueprint,28,ai_copyright_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30152,e3_topology,30152,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30153,e3_topology,30153,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30154,e3_topology,30154,llama3.1_loras,blueprint,28,ai_copyright_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30155,e3_topology,30155,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30156,e3_topology,30156,qwen_loras,blueprint,28,ai_copyright_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30157,e3_topology,30157,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30158,e3_topology,30158,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30159,e3_topology,30159,qwen_loras,blueprint,29,environmental_protection_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30160,e3_topology,30160,qwen_loras,blueprint,29,environmental_protection_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30161,e3_topology,30161,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30162,e3_topology,30162,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30163,e3_topology,30163,qwen_loras,blueprint,29,environmental_protection_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30164,e3_topology,30164,llama3.1_loras,blueprint,25,genetic_enhancements_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30165,e3_topology,30165,qwen_loras,blueprint,28,ai_copyright_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30166,e3_topology,30166,qwen_loras,blueprint,25,genetic_enhancements_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30167,e3_topology,30167,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30168,e3_topology,30168,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30169,e3_topology,30169,llama3.1_loras,blueprint,29,environmental_protection_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30170,e3_topology,30170,llama3.1_loras,blueprint,29,environmental_protection_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30171,e3_topology,30171,qwen_loras,blueprint,28,ai_copyright_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30172,e3_topology,30172,gemma_loras,blueprint,25,genetic_enhancements_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30173,e3_topology,30173,llama3.1_loras,blueprint,28,ai_copyright_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30174,e3_topology,30174,qwen_loras,blueprint,29,environmental_protection_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30175,e3_topology,30175,gemma_loras,blueprint,28,ai_copyright_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30176,e3_topology,30176,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30177,e3_topology,30177,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30178,e3_topology,30178,gemma_loras,blueprint,25,genetic_enhancements_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30179,e3_topology,30179,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30180,e3_topology,30180,qwen_loras,blueprint,28,ai_copyright_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30181,e3_topology,30181,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30182,e3_topology,30182,gemma_loras,blueprint,25,genetic_enhancements_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30183,e3_topology,30183,minitaur_loras,blueprint,25,genetic_enhancements_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30184,e3_topology,30184,gemma_loras,blueprint,25,genetic_enhancements_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30185,e3_topology,30185,gemma_loras,blueprint,29,environmental_protection_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30186,e3_topology,30186,qwen_loras,blueprint,29,environmental_protection_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30187,e3_topology,30187,llama3.1_loras,blueprint,25,genetic_enhancements_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30188,e3_topology,30188,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,random,off,off,0,0.5,normal,both,2500,250
30189,e3_topology,30189,llama3.1_loras,blueprint,29,environmental_protection_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30190,e3_topology,30190,minitaur_loras,blueprint,29,environmental_protection_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30191,e3_topology,30191,llama3.1_loras,blueprint,29,environmental_protection_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30192,e3_topology,30192,llama3.1_loras,blueprint,28,ai_copyright_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30193,e3_topology,30193,gemma_loras,blueprint,25,genetic_enhancements_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
30194,e3_topology,30194,minitaur_loras,blueprint,28,ai_copyright_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30195,e3_topology,30195,llama3.1_loras,blueprint,25,genetic_enhancements_tweets.json,256,cycle,off,off,0,0.5,normal,both,2500,250
30196,e3_topology,30196,minitaur_loras,blueprint,25,genetic_enhancements_tweets.json,256,barabasi_albert,off,off,0,0.5,normal,both,2500,250
30197,e3_topology,30197,llama3.1_loras,blueprint,28,ai_copyright_tweets.json,256,stochastic_block,off,off,0,0.5,normal,both,2500,250
30198,e3_topology,30198,qwen_loras,blueprint,28,ai_copyright_tweets.json,256,forest_fire,off,off,0,0.5,normal,both,2500,250
30199,e3_topology,30199,llama3.1_loras,blueprint,29,environmental_protection_tweets.json,256,powerlaw_cluster,off,off,0,0.5,normal,both,2500,250
30200,e3_topology,30200,llama3.1_loras,blueprint,29,environmental_protection_tweets.json,256,fully_connected,off,off,0,0.5,normal,both,2500,250
